64;2069.00;9.50;210.00;big
64;2344.00;9.50;299.00;big
65;3283.00;9.50;304.00;big
65;3020.00;9.50;505.00;big
66;2440.00;9.50;781.00;big
66;2197.00;9.50;519.00;big
67;2850.00;9.50;141.00;big
67;2719.00;9.50;479.00;big
68;2804.00;9.50;1547.00;big
68;2883.00;9.50;1600.00;big
69;3239.00;9.50;1495.00;big
69;3328.00;9.60;1515.00;big
70;3607.00;9.50;1710.00;big
70;3629.00;9.50;1625.00;big
71;4277.00;9.50;890.00;big
71;4084.00;9.50;851.00;big
72;4487.00;9.50;969.00;big
72;4362.00;9.50;1050.00;big
73;4425.00;9.50;1106.00;big
73;4424.00;9.50;1065.00;big
74;4143.00;9.50;586.00;big
74;4256.00;9.50;338.00;big
75;4545.00;9.50;1079.00;big
75;4647.00;9.50;1221.00;big
76;4828.00;9.50;1391.00;big
76;4708.00;10.35;1331.00;big
77;4726.00;9.50;1480.00;big
77;4738.00;9.50;1572.00;big
78;4884.00;9.50;1098.00;big
78;4893.00;9.50;1239.00;big
79;5021.00;9.50;1749.00;big
79;4922.00;9.50;1604.00;big
80;4717.00;9.50;1024.00;big
80;4703.00;9.50;1106.00;big
81;5112.00;9.50;747.00;big
81;5250.00;9.50;686.00;big
82;4972.00;9.50;723.00;big
82;5011.00;9.50;803.00;big
83;5437.00;9.50;691.00;big
83;5295.00;9.50;843.00;big
84;5034.00;9.50;1050.00;big
84;5186.00;9.60;917.00;big
85;3628.00;9.50;510.00;big
85;3882.00;9.50;539.00;big
86;5484.00;9.50;376.00;big
86;5257.00;9.50;318.00;big
87;5235.00;9.50;1947.00;big
87;5109.00;9.50;1796.00;big
88;117.00;9.50;1924.00;big
88;5510.00;9.50;1940.00;big
89;833.00;9.50;1587.00;big
89;904.00;9.50;1434.00;big
90;4957.00;9.50;1471.00;big
90;5073.00;9.50;1576.00;big
91;4813.00;9.50;867.00;big
91;4896.00;9.50;843.00;big
92;4648.00;9.50;722.00;big
92;4748.00;9.50;775.00;big
93;4786.00;9.50;935.00;big
93;4692.00;10.00;920.00;big
94;5026.00;9.50;1348.00;big
94;5142.00;9.50;1223.00;big
95;65.00;9.50;1310.00;big
95;5466.00;9.50;1416.00;big
96;5477.00;9.50;1677.00;big
96;12.00;9.50;1586.00;big
97;5462.00;9.50;1048.00;big
97;96.00;9.50;863.00;big
98;4952.00;9.50;361.00;big
98;4773.00;9.50;293.00;big
99;4474.00;9.50;744.00;big
99;4498.00;9.50;475.00;big
100;3376.00;9.50;1357.00;big
100;3545.00;9.50;1148.00;big
101;4266.00;9.50;1157.00;big
101;4118.00;9.50;1118.00;big
102;3510.00;9.50;839.00;big
102;3610.00;9.50;1010.00;big
103;3469.00;9.50;683.00;big
103;3392.00;9.50;580.00;big
104;3860.00;9.50;1263.00;big
104;3746.00;9.50;1186.00;big
105;433.00;9.50;1091.00;big
105;273.00;9.50;1240.00;big
106;1059.00;9.50;1316.00;big
106;1288.00;9.50;1172.00;big
107;1520.00;9.50;1009.00;big
107;1444.00;9.50;1081.00;big
108;1615.00;9.50;606.00;big
108;1569.00;9.50;381.00;big
109;1513.00;9.50;747.00;big
109;1455.00;9.50;879.00;big
110;1202.00;9.50;1004.00;big
110;1177.00;9.50;791.00;big
111;886.00;9.50;1177.00;big
111;690.00;9.50;1214.00;big
112;675.00;9.50;240.00;big
112;267.00;9.50;223.00;big
113;668.00;9.50;452.00;big
113;827.00;9.50;570.00;big
114;344.00;9.50;1782.00;big
114;644.00;9.50;1739.00;big
115;750.00;9.50;1532.00;big
115;580.00;9.50;1510.00;big
116;3715.00;12.60;1527.00;big
116;3726.00;14.80;1411.00;big
116;3559.00;14.10;1548.00;big
116;3601.00;15.50;1483.00;big
117;1513.00;9.50;1470.00;big
117;1593.00;9.70;1585.00;big
118;941.00;9.50;1537.00;big
118;910.00;12.63;1688.00;big
119;1297.00;9.50;1474.00;big
119;1194.00;12.30;1505.00;big
120;1251.00;11.15;1626.00;big
120;1130.00;12.38;1681.00;big
121;1571.00;9.60;1707.00;big
121;1755.00;9.90;1867.00;big
122;1206.00;9.90;1858.00;big
122;910.00;10.88;1873.00;big
123;1195.00;10.32;1272.00;big
123;1252.00;13.95;1283.00;big
124;1741.00;9.50;1088.00;big
124;1632.00;11.75;1001.00;big
125;2073.00;10.55;637.00;big
125;2187.00;10.07;836.00;big
126;3112.00;9.57;1430.00;big
126;2965.00;9.50;1483.00;big
126;2839.00;11.93;1516.00;big
126;2961.00;10.53;1535.00;big
126;2912.00;12.35;1525.00;big
126;3040.00;9.60;1470.00;big
126;3151.00;9.50;1453.00;big
127;3070.00;10.88;1275.00;big
127;2629.00;9.75;1242.00;big
127;2832.00;10.10;1436.00;big
127;2982.00;10.50;1425.00;big
127;3173.00;9.50;1397.00;big
127;2931.00;10.00;1255.00;big
128;3277.00;9.50;1430.00;big
128;3327.00;9.50;1327.00;big
128;3328.00;9.90;1205.00;big
129;3433.00;10.18;1590.00;big
129;3303.00;11.93;1584.00;big
130;3369.00;9.50;1759.00;big
130;3296.00;9.50;1787.00;big
131;3283.00;9.50;1861.00;big
131;3346.00;9.50;1878.00;big
132;3323.00;9.50;1958.00;big
132;3341.00;9.60;2073.00;big
133;3412.00;9.50;1835.00;big
133;3496.00;9.50;1885.00;big
133;3424.00;9.50;1929.00;big
134;3491.00;13.15;1652.00;small
134;3543.00;9.65;1617.00;small
135;3530.00;9.50;1702.00;big
135;3451.00;9.50;1714.00;big
136;3932.00;9.90;1618.00;big
136;3962.00;10.28;1800.00;big
136;3840.00;9.50;1879.00;big
136;3837.00;9.50;1685.00;big
136;3681.00;9.50;1746.00;big
136;4104.00;10.20;1756.00;big
136;3815.00;9.50;1770.00;big
136;4018.00;11.78;1661.00;big
136;3921.00;10.15;1729.00;big
136;3679.00;9.50;1676.00;big
136;3793.00;9.50;1585.00;big
137;3485.00;9.50;1784.00;big
137;3553.00;9.50;1804.00;big
137;3619.00;9.50;1770.00;big
137;3632.00;9.50;1840.00;big
138;3728.00;9.80;1955.00;big
138;3721.00;9.90;1913.00;big
138;3751.00;9.73;1827.00;big
138;3745.00;10.00;1865.00;big
138;3717.00;10.03;1832.00;big
139;3260.00;12.40;531.00;big
139;3083.00;13.25;609.00;big
139;3151.00;11.43;491.00;big
140;2755.00;9.90;1176.00;big
140;2812.00;9.60;1078.00;big
140;2927.00;9.55;1097.00;big
140;2577.00;9.60;1160.00;big
140;2673.00;10.80;1094.00;big
141;4180.00;9.50;1342.00;big
141;4252.00;9.50;1343.00;big
142;4475.00;9.50;1159.00;big
142;4420.00;9.60;1240.00;big
143;4631.00;9.50;1564.00;big
143;4654.00;12.45;1644.00;big
144;4506.00;11.98;1529.00;big
144;4373.00;12.40;1616.00;big
145;4056.00;11.68;1609.00;big
145;4204.00;12.68;1664.00;big
146;4026.00;20.65;1505.00;big
146;4210.00;20.65;1443.00;big
146;4127.00;15.15;1434.00;big
147;4359.00;11.05;2209.00;big
147;4005.00;9.50;2087.00;big
148;4853.00;9.60;1849.00;big
148;4946.00;9.78;1746.00;big
149;4509.00;10.53;1908.00;big
149;4944.00;9.88;2035.00;big
150;3627.00;9.50;2034.00;big
150;3733.00;9.70;2063.00;big
150;3489.00;9.50;1981.00;big
150;3413.00;9.60;2050.00;big
150;3474.00;9.50;2008.00;big
150;3400.00;9.50;2007.00;big
150;3783.00;9.50;2199.00;big
150;3563.00;9.50;2124.00;big
151;4171.00;9.50;2027.00;big
151;4177.00;9.93;1831.00;big
151;4265.00;9.50;1947.00;big
151;4165.00;9.50;1934.00;big
151;4060.00;9.50;1950.00;big
151;4338.00;10.10;2005.00;big
151;4082.00;9.50;1865.00;big
152;4437.00;12.95;1758.00;big
152;4502.00;11.23;1659.00;big
152;4534.00;11.30;1700.00;big
152;4361.00;13.60;1716.00;big
152;4256.00;9.93;1761.00;big
152;4595.00;11.25;1749.00;big
152;4336.00;14.03;1823.00;big
153;3959.00;9.50;1326.00;big
153;4061.00;9.50;1369.00;big
154;5005.00;9.88;1569.00;big
154;4897.00;9.60;1497.00;big
155;4814.00;9.50;1720.00;big
155;4751.00;9.50;1645.00;big
156;4960.00;9.53;462.00;big
156;4683.00;9.80;478.00;big
157;5567.00;9.60;347.00;big
157;5486.00;9.60;246.00;big
158;4503.00;10.28;856.00;big
158;4635.00;9.60;832.00;big
158;4760.00;9.60;814.00;big
158;4561.00;9.70;848.00;big
158;4704.00;9.60;832.00;big
159;4573.00;9.65;962.00;big
159;4644.00;9.60;1015.00;big
160;4714.00;9.60;1199.00;big
160;4762.00;9.60;1089.00;big
161;2507.00;9.90;2130.00;small
161;2545.00;11.63;2118.00;small
162;3867.00;17.27;1513.00;big
162;3804.00;11.95;1478.00;big
163;1832.00;9.60;796.00;big
163;1943.00;9.57;1008.00;big
164;4623.00;9.50;1480.00;big
164;4662.00;9.50;1407.00;big
165;4562.00;10.10;1352.00;big
165;4469.00;11.73;1350.00;big
166;1525.00;9.50;1982.00;big
166;1437.00;9.50;2068.00;big
167;4985.00;9.65;892.00;big
167;5109.00;10.50;846.00;big
168;3088.00;9.50;1638.00;big
168;3046.00;9.50;1665.00;big
169;3029.00;9.50;1600.00;big
169;2959.00;9.60;1624.00;big
170;1468.00;9.50;1365.00;big
170;1607.00;9.50;1382.00;big
171;388.00;9.50;1948.00;big
171;820.00;9.60;1801.00;big
172;490.00;9.50;793.00;big
172;294.00;9.50;851.00;big
173;2893.00;9.50;1988.00;big
173;2910.00;9.50;1920.00;big
174;2964.00;9.50;2181.00;big
174;2892.00;9.50;2014.00;big
175;662.00;9.50;814.00;big
175;895.00;9.50;836.00;big
176;349.00;9.50;1491.00;big
176;127.00;9.50;1507.00;big
177;5208.00;9.50;1473.00;big
177;5257.00;9.50;1638.00;big
178;118.00;9.50;583.00;big
178;5595.00;9.60;690.00;big
179;495.00;9.50;503.00;big
179;330.00;9.50;559.00;big
180;5576.00;9.50;1195.00;big
180;100.00;9.50;1012.00;big
181;3544.00;11.30;610.00;big
181;3545.00;9.50;706.00;big
182;2663.00;10.15;1411.00;big
182;2729.00;11.80;1486.00;big
183;3275.00;11.55;998.00;big
183;3136.00;10.00;1127.00;big
184;3128.00;11.68;821.00;big
184;3056.00;9.90;960.00;big
185;3369.00;13.18;844.00;big
185;3307.00;11.95;696.00;big
186;4820.00;9.65;1543.00;big
186;4797.00;10.63;1602.00;big
187;4390.00;9.50;976.00;big
187;4446.00;9.50;911.00;big
188;4373.00;9.60;1089.00;big
188;4413.00;9.73;1018.00;big
189;4317.00;9.50;1234.00;big
189;4330.00;11.48;1316.00;big
190;3873.00;9.50;1385.00;big
190;3942.00;9.50;1464.00;big
191;3197.00;9.60;2241.00;big
191;3057.00;9.50;2176.00;big
192;3114.00;9.80;2139.00;big
192;3046.00;9.70;2055.00;big
193;4789.00;10.25;711.00;big
193;4894.00;9.60;752.00;big
194;5116.00;9.60;615.00;big
194;5118.00;9.63;418.00;big
195;4653.00;10.10;584.00;big
195;4943.00;9.50;582.00;big
196;3580.00;9.90;1263.00;big
196;3455.00;11.55;1386.00;big
197;1763.00;9.57;1720.00;big
197;1664.00;9.50;1661.00;big
198;1409.00;9.50;1509.00;big
198;1440.00;9.60;1637.00;big
199;1048.00;13.32;1543.00;big
199;1011.00;13.07;1665.00;big
200;4403.00;18.77;1507.00;big
200;4313.00;21.33;1484.00;big
201;1751.00;18.23;678.00;big
201;1616.00;10.03;855.00;big
202;3198.00;9.60;1522.00;big
202;3225.00;9.50;1571.00;big
203;3619.00;9.50;1378.00;big
203;3730.00;9.50;1344.00;big
204;1065.00;9.60;1422.00;big
204;1182.00;13.48;1364.00;big
205;1325.00;9.85;1218.00;big
205;1406.00;9.50;1223.00;big
206;3120.00;9.50;1917.00;big
206;3057.00;9.50;1897.00;big
207;2971.00;9.50;1962.00;big
207;2985.00;9.50;1897.00;big
208;2816.00;9.50;1766.00;big
208;2794.00;9.60;1742.00;big
209;2737.00;11.00;1636.00;big
209;2694.00;11.15;1636.00;big
210;2767.00;10.65;1575.00;big
210;2711.00;10.05;1576.00;big
